"","sample","Cell_A","Cell_A_num","Cell_A_count","Cell_B","Cell_B_num","Cell_B_count ","original_CLQ","percentile","significant"
"154","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","16.6506482908695","0.032",TRUE
"155","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","34.0374057505303","1",TRUE
"156","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","255","22.5997181524407","1",TRUE
"157","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","14","50.7943883873252","1",TRUE
"158","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","72","36.1881798155032","1",TRUE
"159","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","CD90+PDGFRb-PDPN-CAV1-","15","358","4.49714786124207","0",TRUE
"160","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","CD90-PDGFRb+PDPN-CAV1-","16","145","7.92532581292997","0",TRUE
"161","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","CD90-PDGFRb-PDPN+CAV1-","17","482","4.08378452030213","0",TRUE
"162","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","CD90-PDGFRb-PDPN-CAV1+","18","107","3.61542113979316","0",TRUE
"163","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK+Vim+MUC1+","1","69","16.2283492400141","0.324",FALSE
"164","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK+Vim+MUC1-","2","65","6.89080675422139","0.01",TRUE
"165","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK+Vim-MUC1+","3","955","16.1807687396246","0",TRUE
"166","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK+Vim-MUC1-","4","358","30.0269791524731","1",TRUE
"167","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK-Vim-MUC1-","5","518","19.4552217722949","0.44",FALSE
"168","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK-Vim+MUC1+","6","12","0","0.002",TRUE
"169","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK-Vim+MUC1-","7","170","9.88020086083214","0",TRUE
"170","TAFs1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","PanCK-Vim-MUC1+","8","105","17.062950058072","0.288",FALSE
